DATA_INICIO;DATA_FIM;CATEGORIA;LOCAL_INICIO;LOCAL_FIM;DISTANCIA;PROPOSITO
03-28-2016 22:55;03-28-2016 23:26;Pessoal;Orlando;Kissimmee;257;
03-29-2016 15:27;03-29-2016 16:11;Pessoal;Kissimmee;Orlando;136;
03-29-2016 18:20;03-29-2016 18:39;Pessoal;Sand Lake Commons;Sky Lake;62;
03-29-2016 20:29;03-29-2016 20:44;Pessoal;Sky Lake;Sand Lake Commons;6;
03-29-2016 23:04;03-29-2016 23:21;Pessoal;Orlando;Kissimmee;138;
03-30-2016 22:05;03-30-2016 22:55;Negocio;Orlando;Kissimmee;288;Alimentação
03-31-2016 12:47;03-31-2016 13:22;Negocio;Kissimmee;Orlando;161;Parada temporária
03-31-2016 14:37;03-31-2016 15:09;Negocio;Orlando;Kissimmee;164;Alimentação
04-01-2016 13:43;04-01-2016 14:01;Negocio;Kissimmee;Kissimmee;11;Reunião
04-01-2016 14:36;04-01-2016 15:24;Negocio;Kissimmee;Orlando;155;Visita ao cliente
04-01-2016 16:01;04-01-2016 16:49;Negocio;Orlando;Kissimmee;203;Reunião
04-01-2016 16:52;04-01-2016 16:57;Pessoal;Kissimmee;Kissimmee;7;
04-02-2016 08:48;04-02-2016 09:04;Pessoal;Kissimmee;Kissimmee;55;
04-02-2016 11:01;04-02-2016 11:16;Pessoal;Kissimmee;Kissimmee;51;
04-02-2016 12:21;04-02-2016 14:47;Negocio;Kissimmee;Daytona Beach;773;Visita ao cliente
04-02-2016 16:57;04-02-2016 18:09;Negocio;Daytona Beach;Jacksonville;805;Visita ao cliente
04-02-2016 19:38;04-02-2016 22:36;Negocio;Jacksonville;Ridgeland;1742;Visita ao cliente
04-02-2016 23:11;04-03-2016 01:34;Negocio;Ridgeland;Florence;144;Reunião
04-03-2016 02:00;04-03-2016 04:16;Negocio;Florence;Cary;1593;Reunião
04-05-2016 21:39;04-05-2016 21:55;Negocio;Whitebridge;Wayne Ridge;79;Alimentação
04-06-2016 00:19;04-06-2016 00:39;Negocio;Wayne Ridge;Whitebridge;8;Alimentação
04-07-2016 18:20;04-07-2016 18:39;Negocio;Cary;Morrisville;61;Alimentação
04-07-2016 19:45;04-07-2016 20:00;Negocio;Morrisville;Cary;61;Entregas
04-08-2016 12:30;04-08-2016 12:48;Negocio;Cary;Durham;105;Reunião
04-08-2016 13:34;04-08-2016 13:51;Negocio;Durham;Cary;87;Alimentação
04-08-2016 13:55;04-08-2016 14:03;Negocio;Westpark Place;Whitebridge;18;Entregas
04-08-2016 14:43;04-08-2016 15:20;Negocio;Cary;Raleigh;191;Reunião
04-08-2016 16:05;04-08-2016 16:47;Negocio;Raleigh;Cary;186;Reunião
04-12-2016 09:15;04-12-2016 09:26;Negocio;Whitebridge;Edgehill Farms;28;Entregas
04-12-2016 09:34;04-12-2016 09:53;Negocio;Cary;Raleigh;89;Reunião
04-12-2016 10:58;04-12-2016 11:18;Negocio;Meredith;Cedar Hill;75;Visita ao cliente
04-12-2016 12:22;04-12-2016 12:44;Negocio;Raleigh;Morrisville;159;Reunião
04-12-2016 13:42;04-12-2016 14:01;Negocio;Morrisville;Cary;65;Alimentação
04-14-2016 7:29;04-14-2016 8:09;Negocio;Cary;Holly Springs;153;Parada temporária
04-14-2016 16:00;04-14-2016 16:43;Negocio;Holly Springs;Cary;137;Parada temporária
04-15-2016 11:36;04-15-2016 12:07;Negocio;Cary;Raleigh;119;Parada temporária
04-15-2016 12:29;04-15-2016 12:32;Negocio;Meredith Townes;Harden Place;14;Entregas
04-15-2016 14:31;04-15-2016 15:01;Negocio;Raleigh;Cary;152;Reunião
04-16-2016 12:59;04-16-2016 13:17;Negocio;Cary;Morrisville;6;Entregas
04-16-2016 15:10;04-16-2016 15:26;Negocio;Morrisville;Cary;61;Alimentação
04-19-2016 17:44;04-19-2016 18:08;Negocio;Whitebridge;Wayne Ridge;82;Alimentação
04-19-2016 19:57;04-19-2016 20:19;Negocio;Wayne Ridge;Whitebridge;8;Alimentação
04-22-2016 8:25;04-22-2016 9:04;Negocio;Cary;Raleigh;136;Reunião
04-22-2016 10:10;04-22-2016 10:40;Negocio;Raleigh;Cary;225;Reunião
04-22-2016 12:08;04-22-2016 12:28;Negocio;Cary;Durham;104;Reunião
04-22-2016 13:02;04-22-2016 13:26;Negocio;Durham;Cary;10;Reunião
04-23-2016 17:03;04-23-2016 17:16;Negocio;Whitebridge;Tanglewood;6;Alimentação
04-23-2016 18:49;04-23-2016 19:05;Negocio;Tanglewood;Whitebridge;65;Alimentação
04-24-2016 19:07;04-24-2016 19:16;Negocio;Cary;Morrisville;31;Entregas
04-24-2016 19:46;04-24-2016 19:52;Negocio;Chessington;Chessington;19;Entregas
04-24-2016 21:41;04-24-2016 21:50;Negocio;Morrisville;Cary;42;Entre escritórios
04-27-2016 13:30;04-27-2016 13:40;Negocio;Whitebridge;Burtrose;49;Entre escritórios
04-27-2016 14:13;04-27-2016 14:25;Negocio;Burtrose;Whitebridge;48;Entre escritórios
04-28-2016 12:09;04-28-2016 12:34;Negocio;Cary;Raleigh;124;Visita ao cliente
04-28-2016 13:30;04-28-2016 13:49;Negocio;Raleigh;Cary;328;Visita ao cliente
04-28-2016 22:10;04-28-2016 22:28;Negocio;Morrisville;Cary;55;Visita ao cliente
04-29-2016 11:44;04-29-2016 12:01;Negocio;Cary;Durham;99;Reunião
04-29-2016 13:13;04-29-2016 13:34;Negocio;Durham;Cary;10;Reunião
04-29-2016 18:46;04-29-2016 19:18;Negocio;Cary;Durham;142;Visita ao cliente
04-29-2016 22:44;04-29-2016 23:19;Negocio;Durham;Cary;182;Reunião
04-30-2016 18:42;04-30-2016 18:57;Negocio;Whitebridge;Waverly Place;77;Alimentação
04-30-2016 22:16;04-30-2016 22:34;Negocio;Waverly Place;Whitebridge;68;
05-01-2016 13:45;05-01-2016 13:53;Negocio;Whitebridge;Westpark Place;21;Alimentação
05-01-2016 14:26;05-01-2016 14:31;Negocio;Westpark Place;Whitebridge;23;
05-01-2016 17:33;05-01-2016 17:45;Negocio;Whitebridge;Tanglewood;62;Entre escritórios
05-01-2016 17:54;05-01-2016 18:10;Negocio;Tanglewood;Parkway;75;Reunião
05-01-2016 22:38;05-01-2016 22:49;Negocio;Parkway;Whitebridge;31;Entregas
05-02-2016 14:14;05-02-2016 14:21;Negocio;Whitebridge;Westpark Place;22;Entregas
05-02-2016 15:37;05-02-2016 15:48;Negocio;Westpark Place;Whitebridge;39;Alimentação
05-03-2016 22:20;05-03-2016 22:28;Negocio;Morrisville;Cary;25;Alimentação
05-04-2016 15:16;05-04-2016 15:37;Negocio;Cary;Morrisville;87;Alimentação
05-04-2016 20:55;05-04-2016 21:14;Negocio;Mcvan;Capitol One;145;Entregas
05-04-2016 21:30;05-04-2016 21:36;Negocio;Capitol One;University District;45;Alimentação
05-04-2016 22:19;05-04-2016 22:27;Negocio;University District;Capitol One;5;Alimentação
05-05-2016 21:24;05-05-2016 21:36;Negocio;Seattle;Redmond;142;Alimentação
05-05-2016 22:34;05-05-2016 22:40;Negocio;Redmond;Bellevue;29;Entregas
05-05-2016 23:55;05-06-2016 00:08;Negocio;Bellevue;Seattle;129;Reunião
05-06-2016 05:47;05-06-2016 06:02;Negocio;Capitol One;Mcvan;144;Reunião
05-06-2016 16:45;05-06-2016 16:59;Negocio;Chapel Hill;Morrisville;17;Reunião
05-06-2016 17:18;05-06-2016 17:44;Negocio;Morrisville;Cary;79;Visita ao cliente
05-09-2016 06:08;05-09-2016 06:25;Negocio;Cary;Morrisville;84;Visita ao cliente
05-09-2016 14:39;05-09-2016 15:06;Negocio;San Francisco;Palo Alto;205;Entre escritórios
05-09-2016 17:58;05-09-2016 18:26;Negocio;Palo Alto;Sunnyvale;98;Visita ao cliente
05-09-2016 19:35;05-09-2016 19:59;Negocio;Sunnyvale;Newark;176;Visita ao cliente
05-10-2016 09:03;05-10-2016 09:20;Negocio;Newark;Menlo Park;93;Visita ao cliente
05-10-2016 17:19;05-10-2016 17:31;Negocio;Menlo Park;Newark;79;Visita ao cliente
05-11-2016 08:35;05-11-2016 09:12;Negocio;Newark;San Francisco;256;Reunião
05-11-2016 21:47;05-11-2016 22:04;Negocio;Morrisville;Cary;81;Reunião
05-14-2016 18:35;05-14-2016 18:39;Negocio;Cary;Morrisville;31;Alimentação
05-14-2016 23:01;05-14-2016 23:05;Negocio;Morrisville;Cary;31;Alimentação
05-17-2016 13:15;05-17-2016 13:23;Negocio;Whitebridge;Preston;28;Entregas
05-17-2016 13:56;05-17-2016 14:08;Negocio;Preston;Westpark Place;27;Entregas
05-17-2016 14:34;05-17-2016 14:40;Negocio;Westpark Place;Whitebridge;19;Entregas
05-18-2016 9:11;05-18-2016 9:41;Negocio;Cary;Morrisville;84;Visita ao cliente
05-18-2016 13:00;05-18-2016 13:02;Negocio;Morrisville;Raleigh;76;Visita ao cliente
05-19-2016 14:37;05-19-2016 15:01;Negocio;Old City;Parkway Museums;29;Alimentação
05-20-2016 10:56;05-20-2016 11:07;Negocio;Old City;Hog Island;112;Reunião
05-20-2016 15:43;05-20-2016 16:12;Negocio;Morrisville;Cary;82;Alimentação
05-22-2016 15:39;05-22-2016 15:46;Negocio;Cary;Morrisville;3;Alimentação
05-22-2016 18:46;05-22-2016 18:53;Negocio;Morrisville;Cary;25;Alimentação
05-23-2016 20:19;05-23-2016 20:27;Negocio;Whitebridge;Savon Height;36;Alimentação
05-23-2016 21:09;05-23-2016 21:21;Negocio;Savon Height;Whitebridge;36;Entregas
05-27-2016 20:26;05-27-2016 20:30;Negocio;Whitebridge;Kildaire Farms;45;Entregas
05-27-2016 20:47;05-27-2016 20:53;Negocio;Savon Height;Kilarney Woods;12;
05-27-2016 22:11;05-27-2016 22:14;Negocio;Kilarney Woods;Kildaire Farms;17;Entregas
05-28-2016 0:15;05-28-2016 0:21;Negocio;Kilarney Woods;Whitebridge;47;Entregas
05-28-2016 12:52;05-28-2016 13:06;Negocio;Cary;Morrisville;61;Alimentação
05-28-2016 14:35;05-28-2016 15:04;Negocio;Morrisville;Cary;113;Visita ao cliente
05-31-2016 13:54;05-31-2016 14:41;Negocio;Cary;Raleigh;149;Reunião
05-31-2016 16:02;05-31-2016 16:39;Negocio;Raleigh;Cary;14;Reunião
05-31-2016 17:50;05-31-2016 17:59;Negocio;Westpark Place;Whitebridge;18;
06-01-2016 10:19;06-01-2016 10:47;Negocio;Cary;Morrisville;67;Visita ao cliente
06-01-2016 13:10;06-01-2016 13:39;Negocio;Morrisville;Cary;96;Reunião
06-03-2016 11:29;06-03-2016 11:49;Negocio;Cary;Durham;104;Reunião
06-03-2016 13:08;06-03-2016 13:38;Negocio;Durham;Cary;99;Reunião
06-03-2016 15:31;06-03-2016 15:54;Negocio;Cary;Morrisville;6;Alimentação
06-03-2016 18:14;06-03-2016 18:29;Negocio;Townes at Everett Crossing;Chessington;33;Entregas
06-03-2016 18:41;06-03-2016 18:53;Negocio;Morrisville;Cary;31;Entregas
06-03-2016 19:36;06-03-2016 19:42;Negocio;Huntington Woods;Weston;17;Entregas
06-03-2016 22:47;06-03-2016 23:06;Negocio;Morrisville;Cary;4;Entre escritórios
06-05-2016 14:03;06-05-2016 14:33;Negocio;Whitebridge;Savon Height;78;Visita ao cliente
06-05-2016 15:06;06-05-2016 15:22;Negocio;Cary;Morrisville;78;Visita ao cliente
06-05-2016 15:57;06-05-2016 16:08;Negocio;Weston;Weston;38;Alimentação
06-05-2016 18:05;06-05-2016 18:14;Negocio;Morrisville;Cary;25;Alimentação
06-05-2016 21:53;06-05-2016 22:05;Negocio;Cary;Durham;99;Reunião
06-05-2016 23:52;06-06-2016 00:08;Negocio;Durham;Cary;99;Reunião
06-06-2016 15:36;06-06-2016 15:45;Negocio;Whitebridge;Hazelwood;3;Entregas
06-06-2016 16:16;06-06-2016 16:24;Negocio;Hazelwood;Whitebridge;24;Entregas
06-06-2016 20:06;06-06-2016 20:20;Negocio;Cary;Apex;57;Alimentação
06-06-2016 21:08;06-06-2016 21:37;Negocio;Apex;Cary;72;Alimentação
06-06-2016 21:41;06-06-2016 22:00;Negocio;Cary;Durham;104;Reunião
06-06-2016 23:34;06-06-2016 23:48;Negocio;Durham;Cary;99;Reunião
06-07-2016 21:42;06-07-2016 22:00;Negocio;Cary;Durham;104;Reunião
06-07-2016 23:41;06-08-2016 00:04;Negocio;Durham;Cary;99;Reunião
06-08-2016 08:23;06-08-2016 08:53;Negocio;Cary;Morrisville;87;Alimentação
06-08-2016 12:04;06-08-2016 13:01;Negocio;Jamaica;New York;223;Entregas
06-08-2016 13:12;06-08-2016 13:29;Negocio;Seaport;Gramercy-Flatiron;33;Alimentação
06-08-2016 14:31;06-08-2016 14:37;Negocio;Medical Centre;Tudor City;7;Entregas
06-08-2016 16:55;06-08-2016 17:11;Negocio;Rose Hill;Soho;25;Alimentação
06-08-2016 17:16;06-08-2016 17:18;Negocio;Soho;Tribeca;5;Entregas
06-08-2016 17:59;06-08-2016 18:05;Negocio;Tribeca;Financial District;9;Entregas
06-08-2016 20:11;06-08-2016 20:25;Negocio;Financial District;Kips Bay;48;Entregas
06-10-2016 15:19;06-10-2016 16:28;Negocio;New York;Jamaica;163;Reunião
06-10-2016 21:47;06-10-2016 22:04;Negocio;Cary;Durham;104;Reunião
06-10-2016 23:53;06-11-2016 00:01;Negocio;Durham;Cary;99;Reunião
06-11-2016 17:08;06-11-2016 17:16;Negocio;Cary;Morrisville;37;Entregas
06-11-2016 17:34;06-11-2016 17:39;Negocio;Morrisville;Cary;46;Alimentação
06-11-2016 17:50;06-11-2016 17:56;Negocio;Westpark Place;Whitebridge;17;
06-11-2016 21:45;06-11-2016 22:04;Negocio;Cary;Durham;104;Reunião
06-11-2016 23:39;06-12-2016 00:05;Negocio;Durham;Cary;99;Reunião
06-12-2016 19:53;06-12-2016 19:56;Negocio;Cary;Morrisville;25;Alimentação
06-12-2016 20:05;06-12-2016 20:16;Negocio;Morrisville;Cary;43;Entregas
06-12-2016 21:58;06-12-2016 22:19;Negocio;Parkway;Whitebridge;28;Entregas
06-13-2016 5:23;06-13-2016 5:42;Negocio;Cary;Morrisville;84;Alimentação
06-13-2016 14:17;06-13-2016 14:46;Negocio;Oakland;Emeryville;132;Reunião
06-13-2016 18:08;06-13-2016 18:47;Negocio;Emeryville;Berkeley;39;Alimentação
06-13-2016 18:54;06-13-2016 19:23;Negocio;Berkeley;Oakland;51;Alimentação
06-13-2016 20:00;06-13-2016 20:05;Negocio;Oakland;Unknown Location;52;Visita ao cliente
05-14-2016 12:03;05-14-2016 12:21;Negocio;Emeryville;San Francisco;98;
05-14-2016 16:09;05-14-2016 16:39;Negocio;San Francisco;Emeryville;116;Reunião
05-14-2016 17:15;05-14-2016 17:24;Negocio;Emeryville;Oakland;51;Reunião
05-14-2016 17:27;05-14-2016 17:57;Negocio;Downtown;Bay Farm Island;93;Entregas
05-15-2016 1:46;05-15-2016 2:06;Negocio;Kenner;New Orleans;124;Entre escritórios
05-15-2016 15:26;05-15-2016 15:34;Negocio;CBD;Lower Garden District;19;Entre escritórios
05-15-2016 16:37;05-15-2016 17:02;Negocio;Lower Garden District;Lakeview;64;Visita ao cliente
05-15-2016 17:29;05-15-2016 17:49;Pessoal;Lakeview;Storyville;55;
05-15-2016 19:52;05-15-2016 19:58;Negocio;Storyville;Faubourg Marigny;15;Alimentação
05-16-2016 13:36;05-16-2016 14:30;Negocio;New Orleans;Metairie;145;
05-16-2016 14:42;05-16-2016 14:46;Negocio;Metairie;Kenner;27;
05-16-2016 15:17;05-16-2016 15:41;Negocio;Kenner;New Orleans;15;
05-16-2016 19:39;05-16-2016 19:56;Negocio;New Orleans;Kenner;129;
05-16-2016 21:43;05-16-2016 21:56;Negocio;Kenner;New Orleans;136;
05-17-2016 16:11;05-17-2016 16:44;Negocio;New Orleans;Kenner;122;
05-18-2016 0:29;05-18-2016 0:51;Negocio;Morrisville;Cary;87;
05-19-2016 2:39;05-19-2016 2:50;Negocio;Cary;Raleigh;6;
05-19-2016 5:51;05-19-2016 6:00;Negocio;Raleigh;Cary;59;
06-21-2016 15:39;06-21-2016 16:08;Negocio;Cary;Raleigh;193;
06-21-2016 17:11;06-21-2016 18:02;Negocio;Raleigh;Cary;166;Alimentação
06-24-2016 10:41;06-24-2016 10:57;Negocio;Whitebridge;Waverly Place;71;Alimentação
06-24-2016 11:54;06-24-2016 12:01;Negocio;Waverly Place;Macgregor Downs;21;Alimentação
06-24-2016 12:19;06-24-2016 12:37;Negocio;Cary;Raleigh;86;Entregas
06-24-2016 12:50;06-24-2016 13:12;Negocio;Raleigh;Morrisville;9;Entregas
06-24-2016 13:18;06-24-2016 13:27;Negocio;Morrisville;Cary;31;Entregas
06-24-2016 14:01;06-24-2016 14:20;Negocio;Cary;Morrisville;84;Parada temporária
06-24-2016 20:44;06-24-2016 21:02;Negocio;Kenner;New Orleans;128;
06-25-2016 9:03;06-25-2016 9:12;Negocio;CBD;Bywater;45;
06-25-2016 9:15;06-25-2016 10:08;Negocio;New Orleans;Chalmette;118;Entre escritórios
06-25-2016 10:18;06-25-2016 10:25;Negocio;Chalmette;Arabi;11;Entregas
06-25-2016 10:50;06-25-2016 11:18;Negocio;Arabi;Metairie;17;Alimentação
06-25-2016 11:25;06-25-2016 11:34;Negocio;Pontchartrain Shores;Pontchartrain Shores;17;Reunião
06-25-2016 11:53;06-25-2016 13:21;Negocio;Metairie;New Orleans;155;Reunião
06-25-2016 19:47;06-25-2016 19:58;Negocio;Storyville;Marigny;16;
06-25-2016 23:19;06-25-2016 23:26;Negocio;Marigny;Storyville;15;
06-26-2016 17:43;06-26-2016 18:18;Negocio;New Orleans;Kenner;126;Reunião
06-26-2016 18:45;06-26-2016 19:12;Negocio;Pontchartrain Shores;Pontchartrain Shores;48;
06-26-2016 19:41;06-26-2016 19:50;Negocio;Kenner;Kenner;22;
06-26-2016 21:14;06-26-2016 21:42;Negocio;Kenner;New Orleans;13;
06-27-2016 7:37;06-27-2016 8:48;Negocio;New Orleans;Covington;469;
06-27-2016 8:51;06-27-2016 9:00;Negocio;Covington;Covington;25;
06-27-2016 9:05;06-27-2016 9:33;Negocio;Covington;Covington;86;
06-27-2016 9:43;06-27-2016 10:08;Negocio;Covington;Covington;52;
06-27-2016 10:22;06-27-2016 10:39;Negocio;Covington;Covington;76;
06-27-2016 10:51;06-27-2016 10:58;Negocio;Covington;Covington;18;
06-27-2016 11:06;06-27-2016 11:24;Negocio;Covington;Mandeville;47;
06-27-2016 11:30;06-27-2016 11:42;Negocio;Mandeville;Mandeville;28;
06-27-2016 12:22;06-27-2016 13:02;Negocio;Mandeville;Metairie;30;
06-27-2016 13:56;06-27-2016 14:05;Negocio;Metairie;Kenner;44;
06-27-2016 21:09;06-27-2016 21:19;Negocio;Jamestown Court;Jamestown Court;1;
06-28-2016 0:48;06-28-2016 1:05;Negocio;Morrisville;Cary;82;Visita ao cliente
06-28-2016 20:13;06-28-2016 20:33;Negocio;Cary;Durham;104;Reunião
06-28-2016 23:34;06-28-2016 23:59;Negocio;Durham;Cary;99;Reunião
06-28-2016 23:34;06-28-2016 23:59;Negocio;Durham;Cary;99;Reunião
06-29-2016 8:56;06-29-2016 9:24;Negocio;Cary;Morrisville;73;
06-29-2016 10:22;06-29-2016 10:38;Negocio;Morrisville;Cary;74;
06-29-2016 11:49;06-29-2016 11:51;Negocio;Whitebridge;Westpark Place;16;
06-29-2016 12:11;06-29-2016 12:16;Negocio;Westpark Place;Whitebridge;18;
06-29-2016 20:11;06-29-2016 20:29;Negocio;Cary;Durham;104;Reunião
06-29-2016 23:38;06-30-2016 0:00;Negocio;Durham;Cary;99;Reunião
06-30-2016 20:09;06-30-2016 20:26;Negocio;Cary;Durham;99;Reunião
07-01-2016 00:00;07-01-2016 00:25;Negocio;Durham;Cary;99;Reunião
07-01-2016 09:34;07-01-2016 09:57;Negocio;Cary;Raleigh;133;Reunião
07-01-2016 12:36;07-01-2016 13:00;Negocio;Raleigh;Cary;113;Reunião
07-01-2016 20:06;07-01-2016 20:24;Negocio;Cary;Durham;105;Reunião
07-01-2016 23:48;07-02-2016 00:09;Negocio;Durham;Cary;99;Reunião
07-02-2016 20:18;07-02-2016 20:36;Negocio;Cary;Durham;101;Reunião
07-02-2016 23:48;07-03-2016 00:12;Negocio;Durham;Cary;99;Reunião
07-03-2016 00:28;07-03-2016 00:38;Negocio;Cary;Morrisville;31;Entregas
07-03-2016 03:02;07-03-2016 03:08;Negocio;Morrisville;Cary;31;Entregas
07-03-2016 20:00;07-03-2016 20:18;Negocio;Cary;Durham;99;Reunião
07-04-2016 00:32;07-04-2016 00:47;Negocio;Durham;Cary;99;Reunião
07-04-2016 17:31;07-04-2016 17:49;Negocio;Whitebridge;Summerwinds;88;Reunião
07-04-2016 18:23;07-04-2016 18:49;Negocio;Summerwinds;Whitebridge;87;Parada temporária
07-04-2016 20:00;07-04-2016 20:17;Negocio;Cary;Durham;118;Reunião
07-05-2016 00:00;07-05-2016 00:05;Negocio;Parkwood;Parkwood;12;Entregas
07-05-2016 00:08;07-05-2016 00:28;Negocio;Durham;Cary;99;Reunião
07-05-2016 16:48;07-05-2016 16:52;Negocio;Whitebridge;Whitebridge;6;Entregas
07-05-2016 20:06;07-05-2016 20:26;Negocio;Cary;Durham;99;
07-05-2016 22:41;07-05-2016 23:02;Negocio;Durham;Morrisville;86;
07-06-2016 00:33;07-06-2016 00:53;Negocio;Morrisville;Cary;63;Alimentação
07-06-2016 09:06;07-06-2016 09:25;Negocio;Cary;Durham;99;Reunião
07-06-2016 12:48;07-06-2016 13:08;Negocio;Durham;Cary;99;
07-06-2016 20:04;07-06-2016 20:14;Negocio;Cary;Morrisville;33;Alimentação
07-06-2016 23:46;07-06-2016 23:59;Negocio;Morrisville;Cary;31;Visita ao cliente
07-07-2016 08:22;07-07-2016 08:50;Negocio;Cary;Morrisville;79;Parada temporária
07-07-2016 10:27;07-07-2016 10:33;Negocio;Morrisville;Cary;89;
07-07-2016 12:59;07-07-2016 13:35;Negocio;Kenner;New Orleans;128;
07-08-2016 09:50;07-08-2016 10:13;Negocio;CBD;Pontchartrain Beach;77;
07-08-2016 10:51;07-08-2016 11:12;Negocio;Pontchartrain Beach;CBD;7;
07-08-2016 13:48;07-08-2016 14:11;Negocio;New Orleans;Metairie;125;
07-08-2016 17:11;07-08-2016 17:30;Negocio;Kenner;New Orleans;132;
07-09-2016 09:03;07-09-2016 09:46;Negocio;New Orleans;Kenner;13;
07-09-2016 09:52;07-09-2016 10:06;Negocio;Kenner;Metairie;49;
07-09-2016 10:15;07-09-2016 10:33;Negocio;Metairie;New Orleans;85;
07-10-2016 14:10;07-10-2016 14:17;Negocio;CBD;St Thomas;13;
07-10-2016 16:04;07-10-2016 16:15;Negocio;St Thomas;CBD;18;
07-10-2016 18:05;07-10-2016 18:21;Negocio;New Orleans;Kenner;136;
07-10-2016 19:51;07-10-2016 20:08;Negocio;Kenner;New Orleans;134;
07-12-2016 16:10;07-12-2016 16:45;Negocio;New Orleans;Kenner;123;
07-12-2016 19:21;07-12-2016 19:26;Pessoal;Kenner;Kenner;14;
07-12-2016 23:47;07-13-2016 0:11;Pessoal;Morrisville;Cary;87;
07-13-2016 12:39;07-13-2016 13:20;Pessoal;Cary;Morrisville;235;
07-13-2016 13:25;07-13-2016 13:39;Pessoal;Morrisville;Morrisville;22;
07-13-2016 13:42;07-13-2016 13:54;Pessoal;Morrisville;Cary;44;
07-14-2016 15:51;07-14-2016 15:59;Pessoal;Cary;Morrisville;33;
07-14-2016 16:03;07-14-2016 16:34;Negocio;Morrisville;Morrisville;118;Entregas
07-14-2016 16:39;07-14-2016 20:05;Negocio;Morrisville;Banner Elk;1953;
07-15-2016 11:32;07-15-2016 11:53;Pessoal;Banner Elk;Banner Elk;83;
07-15-2016 12:09;07-15-2016 12:19;Pessoal;Banner Elk;Banner Elk;32;
07-15-2016 12:35;07-15-2016 13:15;Pessoal;Banner Elk;Elk Park;224;
07-15-2016 15:03;07-15-2016 15:33;Pessoal;Elk Park;Banner Elk;122;
07-15-2016 15:40;07-15-2016 15:52;Pessoal;Banner Elk;Banner Elk;45;
07-16-2016 13:14;07-16-2016 14:10;Pessoal;Banner Elk;Newland;281;
07-16-2016 14:14;07-16-2016 14:30;Pessoal;Newland;Newland;38;
07-16-2016 15:29;07-16-2016 16:57;Pessoal;Newland;Boone;419;
07-16-2016 19:42;07-16-2016 20:35;Pessoal;Boone;Banner Elk;238;
07-16-2016 21:45;07-16-2016 22:18;Pessoal;Banner Elk;Banner Elk;13;
07-16-2016 22:50;07-16-2016 23:03;Negocio;Banner Elk;Banner Elk;44;Entregas
07-17-2016 11:23;07-17-2016 11:50;Pessoal;Banner Elk;Boone;151;Caridade
07-17-2016 12:20;07-17-2016 15:25;Pessoal;Boone;Cary;1802;Deslocamento
07-18-2016 10:37;07-18-2016 10:49;Pessoal;Cary;Morrisville;41;Deslocamento
07-18-2016 10:54;07-18-2016 11:15;Pessoal;Morrisville;Cary;61;Deslocamento
07-18-2016 11:25;07-18-2016 11:36;Pessoal;Northwoods;Preston;33;Deslocamento
07-18-2016 11:40;07-18-2016 11:56;Pessoal;Preston;Whitebridge;47;Deslocamento
07-18-2016 17:12;07-18-2016 17:33;Negocio;Cary;Apex;72;Reunião
07-18-2016 18:32;07-18-2016 18:47;Negocio;Apex;Cary;55;Alimentação
07-18-2016 19:07;07-18-2016 19:14;Negocio;Cary;Morrisville;33;Alimentação
07-18-2016 20:28;07-18-2016 20:32;Negocio;Hazelwood;Weston;9;Entregas
07-18-2016 21:11;07-18-2016 21:19;Negocio;Morrisville;Cary;38;Alimentação
07-19-2016 10:35;07-19-2016 10:51;Negocio;Whitebridge;Stonewater;64;Visita ao cliente
07-19-2016 10:56;07-19-2016 11:11;Negocio;Stonewater;Lexington Park at Amberly;3;Reunião
